URL,title
https://habr.com/ru/articles/806547/,Convex — альтернатива Firebase и Supabase / Хабр
https://habr.com/ru/articles/806587/,Экзокосмонавтика и точки Лагранжа или держитесь подальше от суперземель / Хабр
https://habr.com/ru/articles/806753/,Более 250 бесплатных курсов и ресурсов по аналитике / Хабр
https://habr.com/ru/companies/homebank/articles/806905/,"Что мы делаем, когда у нас заказывают аналитику без нормальных формулировок / Хабр"
https://habr.com/ru/companies/smartup_tech/articles/807379/,"Database, Data Warehouse и Data Lake: что это и когда следует использовать каждое? / Хабр"
https://habr.com/ru/companies/selectel/articles/807259/,Выжимаем максимум из PostgreSQL / Хабр
https://habr.com/ru/companies/beeline_cloud/articles/807099/,Как спланировать разработку без хаоса? / Хабр
https://habr.com/ru/news/806935/,Вышла версия Grafana Loki 3.0 / Хабр
https://habr.com/ru/articles/807493/,"Как бизнесу заработать 3,8 млн рублей с помощью трафика, окупив бюджет в 2 раза / Хабр"
https://habr.com/ru/articles/807609/,Python в Docker — собираем образ сами / Хабр
https://habr.com/ru/articles/807605/,Оптимизация гиперпараметров за 5 секунд? / Хабр
https://habr.com/ru/companies/yandex/news/807225/,Яндекс открывает набор в КИТ — бесплатную школу SRE и DevOps / Хабр
https://habr.com/ru/articles/807785/,"«ReadStreakBot» — как я начал «кодить» с чатгпт, не умея программировать / Хабр"
https://habr.com/ru/articles/808725/,Базы знаний выдающихся личностей / Хабр
https://habr.com/ru/companies/doubletapp/articles/808153/,Как общаться с базой знаний на естественном языке с помощью LLM и объективно оценить работу полученной системы / Хабр
https://habr.com/ru/companies/yadro/articles/808445/,«Импульс» в профессию инженера: какие задачи решают стажеры в YADRO / Хабр
https://habr.com/ru/articles/806827/,"Просто, но быстро. Телеграм бот на коленке / Хабр"
https://habr.com/ru/articles/809149/,Выбираем правильный инференс: Как мы сэкономили 70к $ на ЛЛМках / Хабр
https://habr.com/ru/articles/809181/,ГАЙД по python стеку для Data Science инженеров / Хабр
https://habr.com/ru/companies/bothub/articles/809421/,На какие AI Coding Assistants стоит обратить внимание в 2024? / Хабр
https://habr.com/ru/companies/tensor/articles/808931/,Неожиданные последствия запуска PostgreSQL в Docker: замедление запросов в 100 раз / Хабр
https://habr.com/ru/companies/selectel/articles/809669/,Пошаговая шпаргалка по защите сервера от хакеров и другой нечисти / Хабр
https://habr.com/ru/companies/otus/articles/809139/,Подглядывание в A/B тестах: как не потерять достоверность данных / Хабр
https://habr.com/ru/articles/809905/,Хабр
https://habr.com/ru/companies/tochka/articles/809493/,Векторные базы данных: простым языком про устройство и принцип работы / Хабр
https://habr.com/ru/companies/automacon/articles/809679/,Как правильно описывать и декомпозировать задачи в таск-трекере. Рекомендации и примеры / Хабр
https://habr.com/ru/articles/810037/,Моделирование курса валют методом Монте-Карло / Хабр
https://habr.com/ru/articles/808313/,Как ELK довел нас… до Vector.dev и Clickhouse / Хабр
https://habr.com/ru/articles/809589/,Хабр
https://habr.com/ru/companies/ozontech/articles/809515/,Развиваем продукт «без проблем» / Хабр
https://habr.com/ru/articles/810777/,Путеводитель по Docker. От основ контейнеризации до создания собственного докера / Хабр
https://habr.com/ru/articles/811761/,Измерение продуктивности разработчиков. Ответ McKinsey / Хабр
https://habr.com/ru/companies/yandex_praktikum/articles/809645/,Как аналитики данных и специалисты по Data Science находят работу после курсов: опыт Практикума / Хабр
https://habr.com/ru/articles/809017/,"Карты, деньги, ELK. Или как айтишник деньги считал / Хабр"
https://habr.com/ru/companies/1forma/articles/812119/,Автоматизация проектного управления и долгосрочного планирования / Хабр
https://habr.com/ru/companies/ispsystem/articles/812127/,Что случилось с Google / Хабр
https://habr.com/ru/companies/bothub/articles/812265/,"Что нужно знать, чтобы успешно пройти System Design Interview / Хабр"
https://habr.com/ru/articles/812237/,Какие должны быть пароли в 2024 году? / Хабр
https://habr.com/ru/companies/bothub/articles/812659/,Как пользоваться Claude: знакомство с главным конкурентом ChatGPT и базовые правила его использования / Хабр
https://habr.com/ru/companies/oleg-bunin/articles/808097/,"database/sql: плохой, хороший, злой / Хабр"
https://habr.com/ru/companies/dbraincloud/articles/812671/,ClickHouse в несколько кликов / Хабр
https://habr.com/ru/companies/otus/articles/812129/,Системное мышление: основополагающие концепции / Хабр
https://habr.com/ru/companies/nfckey/articles/804223/,"Тайм-менеджмент — это про приоритеты, а не про время / Хабр"
https://habr.com/ru/articles/725640/,Гайд для новичков по установке Kubernetes (версия 03.2025) / Хабр
https://habr.com/ru/articles/815331/,А/В эксперименты. Ускорение вычислений с помощью бакетизации / Хабр
https://habr.com/ru/companies/betboom/articles/812773/,Почему я верю в востребованность кроссплатформы и Flutter в частности? / Хабр
https://habr.com/ru/companies/ruvds/articles/734070/,RSync на стероидах с поддержкой Windows / Хабр
https://habr.com/ru/companies/productivity_inside/articles/815455/,Мобильная разработка за неделю #538 (13 — 19 мая) / Хабр
https://habr.com/ru/companies/yandex_praktikum/articles/814551/,200 таблиц в одном дашборде: как мы создаём проект визуализации данных медицинской статистики / Хабр
https://habr.com/ru/companies/surfstudio/articles/816231/,Flutter 3.22 — наше мнение / Хабр
https://habr.com/ru/articles/816191/,"Как правильно визуализировать данные, чтобы принимать эффективные решения? / Хабр"
https://habr.com/ru/articles/816469/,Упрощение тестирования с Approval Tests в Dart  / Хабр
https://habr.com/ru/articles/818183/,Обзор новых Open Source LLM. Или как локально запустить аналог ChatGPT / Хабр
https://habr.com/ru/companies/productivity_inside/articles/818533/,"Cloudflare положил наш сайт после того, как мы отказались выплатить 120 000 $ в течение 24 часов / Хабр"
https://habr.com/ru/companies/lanit/articles/812261/,Шпаргалка для создания идеального промпта LLM / Хабр
https://habr.com/ru/companies/fuse8/articles/818627/,"Проектный менеджмент в бигтехе: как там все устроено, и почему во всем этом отсутствует Scrum / Хабр"
https://habr.com/ru/articles/817219/,Как стать Python-разработчиком с нуля? Бесплатная программа обучения / Хабр
https://habr.com/ru/companies/yandex_praktikum/articles/818405/,«Нормально же общались»: кто такие стейкхолдеры и как избегать с ними конфликтов / Хабр
https://habr.com/ru/articles/818765/,Почему я отказался от GraphQL / Хабр
https://habr.com/ru/articles/819219/,Хабр
https://habr.com/ru/articles/820817/,С MVP покончено. Вам нужно думать о MVE / Хабр
https://habr.com/ru/companies/clevertec/articles/820227/,"Web APIs, которые функционально приближают веб-приложения к нативным / Хабр"
https://habr.com/ru/articles/821123/,"Scrum — рак, убивающий индустрию / Хабр"
https://habr.com/ru/articles/821893/,Как сделать дашборд в FineBI за 15 минут? Инструкция по созданию визуализаций / Хабр
https://habr.com/ru/articles/821883/,Документирование HTTP API (и не только) с Foliant / Хабр
https://habr.com/ru/articles/821957/,Оценка времени выполнения задач: желаемое и реальное / Хабр
https://habr.com/ru/companies/wehive/articles/821765/,"Отбординг: как (не)правильно онбордить, чтобы от вас максимально быстро сбежали сотрудники / Хабр"
https://habr.com/ru/companies/beeline_cloud/articles/822123/,Взять и захостить собственную LLM — зачем это нужно [и нужно ли вообще] / Хабр
https://habr.com/ru/articles/822793/,Pandas — НЕ для анализа данных (Используем Pandas для server-side рендеринга html) / Хабр
https://habr.com/ru/news/822831/,Нейросеть от Google на просьбу «как улучшить оливковую заправку чесноком» дала рабочий совет по созданию биотоксина / Хабр
https://habr.com/ru/articles/822707/,"Почти все, что вы хотели бы знать про Docker / Хабр"
https://habr.com/ru/articles/822637/,Использование face_recognition и OpenCV для автоматического распознавания лиц и отправки уведомлений в Telegram / Хабр
https://habr.com/ru/articles/827222/,"Создание собственного API на Python (FastAPI): структура проекта, SQLAlchemy PostgreSQL, миграции и первые модели таблиц / Хабр"
https://www.google.com/amp/s/habr.com/ru/amp/publications/713942/,Попередження про переадресування
https://habr.com/ru/articles/833544/,"Микросервисы для тех, кто прикидывается разработчиком. Часть 1 / Хабр"
https://habr.com/ru/news/836028/,Google открыл набор на стажировку аналитиком данных / Хабр
https://habr.com/ru/companies/pgk/articles/835044/,Прокачаться как аналитик данных: подборка полезных материалов для самостоятельного изучения / Хабр
https://habr.com/ru/companies/yadro/articles/835664/,Как учить языки программирования и создавать базу знаний с помощью метода из прошлого века: опыт четырех инженеров / Хабр
https://habr.com/ru/companies/piter/articles/834562/,Книга: «Программирование на Python с помощью GitHub Copilot и ChatGPT.» / Хабр
https://habr.com/ru/articles/836654/,"Как правильно приветствовать нового сотрудника. Гайд по онбордингу в компании — этапы, примеры и рекомендации / Хабр"
https://habr.com/ru/companies/sberbank/articles/836092/,Памятка по BPMN и BPMN-диаграммам / Хабр
https://habr.com/ru/articles/836678/,Хабр
https://habr.com/ru/articles/836696/,Интегрируем pandas с электронными таблицами: три способа / Хабр
https://habr.com/ru/companies/bothub/articles/836804/,Топ бесплатных нейросетей на все случаи жизни / Хабр
https://habr.com/ru/articles/837006/,"Вот скажи мне, микросервис, в чем сила / Хабр"
https://habr.com/ru/news/836822/,"77 % работников сообщают, что ИИ увеличил рабочую нагрузку и снизил эффективность труда / Хабр"
https://habr.com/ru/articles/836756/,Управление проектами: дайджест публикаций #14 / Хабр
https://habr.com/ru/articles/837070/,"Руководитель проектов: как говорить заказчику «нет», когда заказчик хочет слышать только «да»? / Хабр"
https://habr.com/ru/news/836046/,Forage создал Бесплатные симуляторы рабочего дня аналитика / Хабр
https://habr.com/ru/companies/lamoda/articles/836582/,"Как приоритизировать проекты в рамках компании, или как мы научились сравнивать несравнимое / Хабр"
https://habr.com/ru/articles/836588/,"Как делать ваши проекты Быстро, Качественно и Недорого? / Хабр"
https://habr.com/ru/articles/833106/,Poisoned Data — отравление данных для LLM и создание «Спящего Агента» / Хабр
https://habr.com/ru/companies/sberbank/articles/835786/,"5 ИИ-технологий, изменивших бизнес: снижение затрат до 40% и доля ошибки всего 0,79% / Хабр"
https://habr.com/ru/articles/837128/,Универсальный шаблон постановки бизнес задачи или product brief / Хабр
https://habr.com/ru/companies/netologyru/news/837142/,10 бесплатных рескилл-курсов и занятий по программированию / Хабр
https://habr.com/ru/articles/837578/,Как DWH и BI-аналитика может помочь устранить до 80% ошибок при планировании отгрузок на маркетплейсы / Хабр
https://habr.com/ru/companies/skillfactory/articles/837366/,Гайд по работе языковых моделей для начинающих / Хабр
https://habr.com/ru/companies/sberbank/articles/837734/,ИИ в CRM: как меняется клиентский опыт / Хабр
https://habr.com/ru/news/838356/,"Инструкция по созданию бэкап Telegram, чтобы не потерять все переписки и фото / Хабр"
https://habr.com/ru/companies/eaeconsult/articles/837674/,Реквием по SCRUM: всё равно уже хайп прошёл / Хабр
https://habr.com/ru/articles/838690/,Прототипирование и MVP / Хабр
https://habr.com/ru/news/838496/,Пользователь с помощью ИИ-бота для LinkedIn отправил 1000 писем и получил 50 откликов / Хабр
https://habr.com/ru/companies/ozonbank/articles/838990/,Obsidian — Notion свободного человека / Хабр
https://habr.com/ru/companies/ascon/articles/836778/,Как обеспечить качественный бэклог / Хабр
https://habr.com/ru/articles/838976/,Сказочная нотация BPMN и как её применять / Хабр
https://habr.com/ru/companies/oleg-bunin/articles/836078/,Как небольшой команде переехать на ClickHouse: на какие грабли мы наступили и о каких фишках не знали / Хабр
https://habr.com/ru/companies/netologyru/news/838642/,"10 бесплатных курсов и мастер-классов, которые стоит пройти в сентябре / Хабр"
https://habr.com/ru/articles/839020/,"От «Кинопоиска» до продукта для бизнеса: Yandex DataLens, PIX BI и другие отечественные BI-системы / Хабр"
https://habr.com/ru/articles/832984/,Дообучаем Llama 3.1 у себя дома / Хабр
https://habr.com/ru/articles/838362/,"Анализ, декомпозиция и оценка задач: от теории к практике / Хабр"
https://habr.com/ru/articles/839392/,Простой способ развернуть локальный LLM / Хабр
https://habr.com/ru/companies/uchi_ru/articles/838824/,10 ошибок новичка-продакта: взгляд со стороны нанимающего менеджера / Хабр
https://habr.com/ru/articles/839304/,Руководитель ИТ проектов и его команда: как выстраивать отношения правильно? / Хабр
https://habr.com/ru/companies/inferit/articles/839202/,Как мы применили Скрамбан и остались довольны: Кейс Инферит Клаудмастер / Хабр
https://habr.com/ru/articles/839676/,Хабр
https://habr.com/ru/articles/839882/,Планирование и декомпозиция задач / Хабр
https://habr.com/ru/articles/840066/,3 самых очевидных способа вручную обнаружить текст от большой языковой модели / Хабр
https://habr.com/ru/companies/ssp-soft/articles/840570/,Рецензия на книгу “Базовая математика для искусственного интеллекта” / Хабр
https://habr.com/ru/companies/otus/articles/840764/,Визуализация и управление Discovery процессом: как эффективно организовать работу / Хабр
https://habr.com/ru/articles/841484/,Пирамида Хеопса — это дошедшая до нас часть конструкции (основание) действовавшего 10к+ лет назад космического лифта / Хабр
https://habr.com/ru/articles/841558/,Возможно пространства и времени в действительности не существует (но это решает многие научные проблемы) / Хабр
https://habr.com/ru/news/841636/,Windows 11 24H2 по-прежнему поставляется с God Mode / Хабр
https://habr.com/ru/articles/841948/,Базовые принципы GTD для начинающего / Хабр
https://habr.com/ru/companies/amvera/articles/841616/,Бесплатный домен с HTTPS для локальных приложений: универсальное руководство с примером на Flask / Хабр
https://habr.com/ru/articles/841794/,Когда лопнет IT-пузырь / Хабр
https://habr.com/ru/articles/841994/,Как синхронизировать Obsidian бесплатно и без плагинов? / Хабр
https://habr.com/ru/articles/842254/,Бизнес-моделирование в ИТ-разработке / Хабр
https://habr.com/ru/articles/842270/,Хабр
https://habr.com/ru/companies/ods/articles/839694/,"Большие и чёрные (ящики): что мы знаем о том, как «думают» нейросети? / Хабр"
https://habr.com/ru/companies/ods/articles/716918/,Как работает ChatGPT: объясняем на простом русском эволюцию языковых моделей с T9 до чуда / Хабр
https://habr.com/ru/companies/tensor/articles/842158/,Курс «PostgreSQL для начинающих»: #4 — Анализ запросов (ч.2 — узлы получения данных) / Хабр
https://habr.com/ru/articles/841448/,"Полный цикл отбора на стажировку в Яндекс (Аналитика, МЛ, Бэкенд) / Хабр"
https://habr.com/ru/companies/sapiens_solutions/news/843738/,Обучение инженеров данных с нуля до оплачиваемой стажировки: старт набора / Хабр
https://habr.com/ru/articles/843942/,BPMN 2.0 универсальный подход при построении диаграмм / Хабр
https://habr.com/ru/news/844446/,Сайт реестра электронных повесток слил персональные данные пользователей / Хабр
https://habr.com/ru/companies/X5Tech/articles/844364/,User Story Map как инструмент управления ожиданиями и не только: практические советы / Хабр
https://habr.com/ru/articles/844352/,Почему Google Gemini не пользуется популярностью среди разработчиков? / Хабр
https://habr.com/ru/articles/843284/,Системный аналитик. Краткий гайд по профессии. Часть 3. Архитектура приложений и их масштабирование / Хабр
https://habr.com/ru/companies/auriga/articles/843774/,Проверка содержимого PDF-файлов средствами Python и pdfminer. Часть 1 / Хабр
https://habr.com/ru/articles/844560/,"Придумала схему продаж для тех, кто ненавидит продавать: мой опыт с 2014 года / Хабр"
https://habr.com/ru/companies/friflex/articles/843196/,7 вдохновляющих книг об управлении продуктом и командами / Хабр
https://habr.com/ru/articles/844132/,Делаем нагрузочные тесты за 5 минут (ну почти) / Хабр
https://habr.com/ru/companies/ods/articles/843250/,"о1: почему новая GPT от OpenAI — это не хайп, а переход к новой парадигме в ИИ / Хабр"
https://habr.com/ru/companies/ruvds/articles/844506/,Почему Scrum так изматывает / Хабр
https://habr.com/ru/articles/844708/,Как мы автоматизировали управление проектными требованиями с помощью AI и ML / Хабр
https://habr.com/ru/companies/X5Tech/news/844900/,"«Количество желающих повышать квалификацию в больших компаниях меньше, чем среди предпринимателей» / Хабр"
https://habr.com/ru/companies/piter/articles/844572/,Деконструкция монолита: Максимально производительный подход к проектированию программ / Хабр
https://habr.com/ru/companies/agima/articles/844536/,"Как не сжечь команду дотла, или Почему Work-life balance — задача руководителя / Хабр"
https://habr.com/ru/companies/ruvds/articles/844506/,Почему Scrum так изматывает / Хабр
https://habr.com/ru/articles/845424/,Как выжить под руководством микроменеджера и откуда берется гиперконтроль — личный опыт и полезные советы / Хабр
https://habr.com/ru/articles/845178/,Как мы учим языки. Часть 2. Почему вы не выучите язык в Дуалинго / Хабр
https://habr.com/ru/news/845444/,"OpenAI запускает OpenAI Academy: инициатива направлена на поддержку разработчиков и организаций, использующих ИИ / Хабр"
https://habr.com/ru/articles/845598/,Как не потерять сотрудников при внедрении системы KPI? / Хабр
https://habr.com/ru/articles/845354/,Риски в жизни руководителя проектов (реестр рисков и проблем) / Хабр
https://habr.com/ru/articles/845446/,Как Notion обрабатывает 200 миллиардов объектов данных / Хабр
https://habr.com/ru/articles/845900/,Obsidian: синхронизация без боли / Хабр
https://habr.com/ru/companies/ru_mts/articles/845478/,Что почитать по машинному обучению: подборка из 6 книг / Хабр
https://habr.com/ru/companies/eftech/articles/845712/,9 условий сохранения трудовой мотивации в Agile-командах / Хабр
https://habr.com/ru/companies/tensor/articles/845610/,Знакомство с Docker или зачем это всё нужно / Хабр
https://habr.com/ru/companies/citydrive/articles/845922/,Дашборды без слёз: 8 практических советов из книги Тома Гривера по коммуникации с заказчиком для BI-разработчика / Хабр
https://habr.com/ru/articles/846296/,"Data Warehouse, Data Lake, Data Lakehouse, Data Fabric, Data Mesh – что это такое, и в чем разница между концепциями / Хабр"
https://habr.com/ru/companies/sibur_official/articles/846350/,"Основы Docker: контейнеризация, Dockerfile и Docker Compose. Часть 2 / Хабр"
https://habr.com/ru/articles/845536/,Что такое Big Data | Биг Дата? / Хабр
https://habr.com/ru/companies/selectel/articles/846510/,Как настроить LLM на локальном сервере? Краткое руководство для ML-специалистов / Хабр
https://habr.com/ru/articles/846426/,Хабр
https://habr.com/ru/articles/847784/,"Что делать, если критичный для вашего проекта человек не отвечает? (практические советы Руководителю проектов) / Хабр"
https://habr.com/ru/articles/847856/,"Остатков стало меньше в 1,5 раза, когда внедрили BI-систему: аналитика на производстве упаковки / Хабр"
https://habr.com/ru/companies/itq_group/articles/848348/,Нулевой этап проекта: как у нас подходят к проектной оценке / Хабр
https://habr.com/ru/companies/sportmaster_lab/articles/848408/,"Лучшее резюме из тех, что я видел / Хабр"
https://habr.com/ru/articles/847636/,Почему микросервисы лучше компонент или как деградируют идеи в IT / Хабр
https://habr.com/ru/companies/ru_mts/articles/848524/,Не Flipper Zero единым: хакерский мультитул из старого смартфона / Хабр
https://habr.com/ru/articles/848594/,"MVP, остановись / Хабр"
https://habr.com/ru/companies/reksoft/articles/847874/,Как превратить дейли из утренней пытки в эффективный инструмент / Хабр
https://habr.com/ru/articles/848642/,Микросервисная архитектура vs монолит (на простом примере) / Хабр
https://habr.com/ru/articles/848794/,Как математик насушил листьев и продал на маркетплейсах на 20 млн в год / Хабр
https://habr.com/ru/companies/timeweb/articles/846420/,"50 терминов системного дизайна, которые должен знать каждый разработчик / Хабр"
https://habr.com/ru/companies/amvera/articles/848644/,"Telegram Web App, FastAPI и вебхуки в одном приложении: Создаем Telegram-бот с веб-интерфейсом для приема заявок / Хабр"
https://habr.com/ru/companies/simbirsoft/articles/849000/,Тестирование процессов BPMN-схемы Camunda в изоляции / Хабр
https://habr.com/ru/articles/848904/,Идеальный Продакт Овнер. Как такого найти? / Хабр
https://habr.com/ru/articles/849168/,Swinlanes — возможная альтернатива Agile и Kanban / Хабр
https://habr.com/ru/companies/X5Tech/articles/846298/,"50 оттенков линейной регрессии, или почему всё, что вы знаете об A/B тестах, помещается в одно уравнение / Хабр"
https://habr.com/ru/companies/X5Tech/articles/849322/,Бутстрап в PySpark / Хабр
https://habr.com/ru/articles/849128/,Подводные камни проектов. Записки менеджера / Хабр
https://habr.com/ru/articles/849576/,Почему вам лучше не работать проджектом / Хабр
https://habr.com/ru/articles/849786/,«Ты во всем виноват» или про ответственность Руководителя проектов (Практические советы РП) / Хабр
https://habr.com/ru/articles/849948/,Рейтинг инструментов BPMN / Хабр
https://freelance.habr.com/tasks/602937,Ð¡ÐµÑÐ²Ð¸Ñ Ð¥Ð°Ð±Ñ Ð¤ÑÐ¸Ð»Ð°Ð½Ñ Ð·Ð°ÐºÑÑÐ»ÑÑ Ð½Ð°Ð²ÑÐµÐ³Ð´Ð°
https://habr.com/ru/articles/844836/,"9 вопросов про ЦА, без которых вы сольете бюджет + (БОНУС) 4 готовых примера аналитики для разных ниш / Хабр"
https://habr.com/ru/companies/selectel/news/849478/,Запустили Inference-платформу для сокращения time-to-market AI-продуктов / Хабр
https://habr.com/ru/articles/849874/,Кто твоя целевая аудитория? Подробный алгоритм работы с ЦА для маркетолога / Хабр
https://habr.com/ru/articles/849622/,Еще один язык разметки для аналитиков / Хабр
https://habr.com/ru/articles/849770/,Пример создания Full Stack проекта c использованием функционального тестирования как инструмента дизайна (продолжение) / Хабр
https://habr.com/ru/companies/pgk/articles/848736/,Как адаптировать нового сотрудника? Три правила онбординга / Хабр
https://habr.com/ru/articles/849038/,14 способов развития насмотренности продакт-менеджера: от общения с пользователями до Crunchbase / Хабр
https://habr.com/ru/articles/849852/,"Технологии интеграции информационных систем. Часть 2. GraphQL, gRPC, WebSocket, webhook, брокеры сообщений / Хабр"
https://habr.com/ru/companies/yandex_praktikum/articles/842638/,Resume и CV: в чём разница и как откликнуться на иностранную вакансию / Хабр
https://habr.com/ru/articles/850252/,ИИ без иллюзий. Развенчивание мифов / Хабр
https://habr.com/ru/articles/849452/,Как использование среды общих данных помогает повысить маржинальность проектной деятельности / Хабр
https://habr.com/ru/articles/850144/,"Если в бизнесе дела плохи, то и реклама не поможет. А юнит-экономика — да / Хабр"
https://habr.com/ru/news/849864/,Состоялся релиз Ubuntu 24.10 Oracular Oriole (Предвещающая Иволга) / Хабр
https://habr.com/ru/companies/ruvds/articles/849854/,Пишем одностраничное приложение с помощью htmx / Хабр
https://habr.com/ru/articles/850336/,Committed vs Completed или как мы годами повторяем одну и ту же «ошибку» / Хабр
https://habr.com/ru/articles/850398/,Почему AI не заменит программистов / Хабр
https://habr.com/ru/companies/usetech/articles/850378/,Зачем и где нужен API Gateway / Хабр
https://freelance.habr.com/tasks/603333,Ð¡ÐµÑÐ²Ð¸Ñ Ð¥Ð°Ð±Ñ Ð¤ÑÐ¸Ð»Ð°Ð½Ñ Ð·Ð°ÐºÑÑÐ»ÑÑ Ð½Ð°Ð²ÑÐµÐ³Ð´Ð°
https://habr.com/ru/companies/click/articles/849818/,Веб-аналитика — компас в мире рекламы: как не заблудиться и достичь цели / Хабр
https://habr.com/ru/companies/ruvds/articles/850474/,Почему важно оптимизировать формат данных / Хабр
https://habr.com/ru/news/850542/,OpenAI незаметно выпустили Swarm – фреймворк для создания целых систем ИИ-агентов / Хабр
https://habr.com/ru/companies/kuper/articles/849730/,Декомпозиция монолитной системы с использованием Strangler-паттерна / Хабр
https://habr.com/ru/articles/850606/,Как правильно разговаривать с вашим руководителем? (памятка Руководителю проектов / Хабр
https://habr.com/ru/articles/850754/,В поисках счастья — жизненная стратегия с научной точки зрения / Хабр
https://habr.com/ru/companies/it_monsters/articles/850808/,IT-дейтинг в 2024: как найти вторую половинку айтишнику и удаленщику / Хабр
https://habr.com/ru/companies/ozontech/articles/850040/,Как стартовать продукты под крылом больших корпораций / Хабр
https://habr.com/ru/articles/850846/,Использование ChatGPT для автоматизации генерации кода в JS-проекте / Хабр
https://habr.com/ru/companies/eftech/articles/850800/,"Нагружаем и отдыхаем: load testing без стресса, ч.1 — процесс / Хабр"
https://tech.wildberries.ru/courses/hard-analytics?utm_source=habrwbtech&utm_campaign=start_course_hard_analytics&utm_content=body,"error:HTTPSConnectionPool(host='tech.wildberries.ru', port=443): Max retries exceeded with url: /courses/hard-analytics?utm_source=habrwbtech&utm_campaign=start_course_hard_analytics&utm_content=body (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7eb1f619ec30>, 'Connection to tech.wildberries.ru timed out. (connect timeout=None)'))"
https://habr.com/ru/articles/850842/,Настройка CI/CD для GitLab-репозитория: работа с микросервисами / Хабр
https://habr.com/ru/companies/rosatom/articles/669020/,Как я дообучал Tesseract и что из этого получилось / Хабр
https://habr.com/ru/companies/lentatech/articles/851086/,Как Лента формирует эффективный ассортимент на основе данных / Хабр
https://habr.com/ru/articles/851260/,Клеточная архитектура / Хабр
https://habr.com/ru/articles/850874/,Гайд по деплою web-приложений для новичков. Часть 3. Простая автоматизация / Хабр
https://habr.com/ru/articles/851170/,rustsn — Open Source проект генерации кода и взаимодействия с уже существующим через LLM / Хабр
https://habr.com/ru/companies/bothub/news/851212/,"Mistral выпустила новые модели искусственного интеллекта, оптимизированные для ноутбуков и телефонов / Хабр"
